what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445167813646
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445167849825
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1445167851907
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1445167858396
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1445167860858
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1445167864312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445167865548
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445167902459
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1445167903726
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1445167917122
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1445167922389
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445167924551
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445167955432
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1445167960706
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445167961453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445167976931
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1445167987531
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445167988236
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445168006488
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1445168009993
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1445168026265
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445168029189
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445168033790
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445168045472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445168145652
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445168150373
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445168152211
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1445168162247
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1445168187095
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1445168192582
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445168196330
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445168206319
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445168208588
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445168214162
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1445168223363
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1445168230396
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1445168234678
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1445168244148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1445168248528
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445168249286
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1445168264375
