what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1445889242350
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1445889242387
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1445889242404
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1445889242414
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1445889242430
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1445889242436
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1445889242437
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1445889242437
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1445889242437
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1445889242455
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1445889242467
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1445889242486
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1445889242486
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1445889242486
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1445889242486
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1445889242487
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1445889242516
os,sysinfo,,,"linux",1445889242517
arch,sysinfo,,,"x86_64",1445889242517
ws,sysinfo,,,"gtk",1445889242517
locale,sysinfo,,,"ru_RU",1445889242517
processors,sysinfo,,,"8",1445889242517
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1445889242518
java.runtime.version,sysinfo,,,"1.8.0_45-b14",1445889242518
java.specification.name,sysinfo,,,"Java Platform API Specification",1445889242518
java.specification.vendor,sysinfo,,,"Oracle Corporation",1445889242518
java.specification.version,sysinfo,,,"1.8",1445889242518
java.vendor,sysinfo,,,"Oracle Corporation",1445889242518
java.version,sysinfo,,,"1.8.0_45",1445889242518
java.vm.info,sysinfo,,,"mixed mode",1445889242518
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1445889242518
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1445889242518
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1445889242518
java.vm.specification.version,sysinfo,,,"1.8",1445889242518
java.vm.vendor,sysinfo,,,"Oracle Corporation",1445889242518
java.vm.version,sysinfo,,,"25.45-b02",1445889242518
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1445889242531
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1445889242561
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1445889242711
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1445889242758
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1445889243065
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1445889243096
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1445889243121
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1445889243260
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1445889243275
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1445889243538
error,log,,,"Unhandled event loop exception",1445889243758
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1445889244753
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1445889244790
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1445889246055
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445889251493
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1445889255890
